club_name,league_name
Ancona Youth,Other
Anderlecht Yth.,Other
Andria,Other
Angra-RJ,Other
Ankaragücü,Turkey
Annan Athletic,Other
Annecy FC,Other
Anorthosis,Other
Antalyaspor,Turkey
Anyang LG Cheeta,Other
Anzhi Makhachkala,Premier Liga
Anápolis,Other
Anápolis-GO,Other
Aparecida,Other
Aparecidense-GO,Other
Apol. Limassol,Other
Araks Ararat,Other
Ararat Moskau,Other
Ararat Yerevan,Other
Arenas Club,Other
Arezzo,Other
Argentinos Jrs.,Argentina
Arges Pitesti,Other
Aris Saloniki,Other
Arka Nowa Sol,Other
Arm. Bielefeld,Other
Arminia Bielefeld,1 Bundesliga
Arnett Gardens,Other
Arnold Town,Other
Arrifanense,Other
Arsenal FC,Premier League
Arsenal Kyiv,Other
Arsenal Tula,Premier Liga
Artmedia Brat.,Other
Arzanese,Other
Asante Kotoko,Other
Aschaffenburg,Other
Ascoli Calcio 1898,Serie A
Asmaral Moskau,Premier Liga
Association Troyes Aube Champagne,Ligue 1
Assyriska FF,Sweden
Asteras Tripoli,Greece
Aston Villa,Premier League
Atalanta BC,Serie A
Athinaikos,Greece
Athletic Bilbao,Primera Division
Athletico-PR,Other
Atl. Baleares,Other
Atl. Colegiales,Other
Atl. Madrid B,Other
Atl. Marbella,Other
Atl. Nacional,Other
Atl. Venezuela,Other
Atlanta United,Usa
Atlantas,Other
Atlante,Mexico
Atlas,Mexico
Atlco. Aviación,Other
Atletico Catania,Other
Atletico Roma,Other
Atlético CP,Other
Atlético Colombia,Other
Atlético Huila,Other
Atlético Madrid,Primera Division
Atlético-MG,Other
Atlético-PR,Other
Atromitos Athen,Other
Audax Italiano,Chile
Aurore Bienne,Other
Aurrera,Other
Austria Kärnten,Austria
Austria Vienna,Austria
Avangard Kursk,Other
Avaí FC,Brazil
Avellino,Other
Aversa Norm.,Other
Avezzano,Other
Avispa Fukuoka,Other
Avtodor Vl.,Other
Ayamonte CF,Other
Ayr United,Scotland
B. Banja Luka,Other
B. Jerusalem,Other
B. Podgorica,Other
B.93,Other
B68 Toftir,Other
BATE Borisov,Other
BEJUNE U18,Other
BJ Guoan,Other
BK Frem,Other
BSC Young Boys,Switzerland
BSK Borca,Other
BSV Brandenburg,Other
BVSC,Hungary
BW Berlin,Other
Babelsberg 03,Other
Baesweiler 09,Other
Bagheria,Other
Baladeya,Other
Baltika Kaliningrad,Premier Liga
Ban,Other
Bangor City,Argentina
Bangor City,Serbia
Bangu-RJ,Other
Banik Ostrava,Other
Banska Bystrica,Other
Barakaldo CF,Other
Barcelona EC,Other
Barcelona SC,Other
Barendrecht U19,Other
Barletta,Other
Barletta CS,Other
Barnet,Other
Barnsley FC,Premier League
Barra FC,Other
Barreirense,Other
Barrow,Other
Barry Town,Other
Barton Rovers,Other
Barueri,Other
Basaksehir,Other
Bassano,Other
Bath City,Other
Battipagliese,Other
Bay. Uerdingen,Other
Bayer 04 Leverkusen,1 Bundesliga
Bayer 05 Uerdingen,1 Bundesliga
Bayern Munich,1 Bundesliga
Be Quick,Other
Beauvais,Other
Becej,Other
Beerschot AC,Belgium
Beja,Other
Belenenses SAD,Liga Nos
Belgrano,Argentina
Bella Vista,Other
Bellaria IM,Other
Bellm. Hiratsuka,Other
Belluno,Other
Belshina,Other
Beltinci,Other
Belvedere FC,Other
Ben Hur,Other
Benevento Calcio,Serie A
Benfica Luanda,Other
Benidorm,Other
Bento Gonçalves,Other
Berekum Arsenal,Other
Besançon RC,Other
Besiktas,Turkey
Bidvest Wits FC,Other
Bihor Oradea,Other
Bilbao Athletic,Other
Birmingham City,Premier League
Bisceglie,Other
Blackburn Rovers,Premier League
Blackpool FC,Premier League
Blumenthaler SV,Other
Blyth Spartans,Other
Bnei Yehuda,Other
Boavista FC,Liga Nos
Boca Juniors,Argentina
Boden,Other
Bodø/Glimt,Norway
Bohemians,Other
Bohemians 1905,Other
Bohemians Praha,Other
Bologna FC 1909,Serie A
Bolton Wanderers,Premier League
Bolívar,Other
Borac Cacak,Other
Boreham Wood,Other
Borussia Dortmund,1 Bundesliga
Borussia Mönchengladbach,1 Bundesliga
Borysfen,Ukraine
Boston River,Uruguay
Boston United,Other
Botafogo,Other
Botafogo-BA,Brazil
Botafogo-SP,Other
Botev Plovdiv,Other
Botev Vratsa,Other
Bourg-en-Bresse,Other
Bourges,Other
Bouzas,Other
Bozzano,Other
Bradford City,Premier League
Bragantino,Brazil
Brage,Sweden
Brasa,Other
Brasil-RS,Other
Brasiliense-DF,Other
Bray Wanderers,Other
Brederodes,Other
Brentford FC,Premier League
Brescello Calcio,Other
Brescia Calcio,Serie A
Bridge F.C.,Other
Brighton & Hove Albion,Premier League
Brindisi,Other
Brisbane Roar,Other
Brisbane Strikers FC,Other
Bristol City,Premier League
Bristol Rovers,Other
Brocton FC,Other
Brodsworth,Other
Bromley,Other
Brommapojkarna,Sweden
Brown Adrogue,Other
Bryne FK,Norway
Bröndby IF,Other
Brönshöj BK,Other
Bucheon FC,Other
Bucheon SK,Other
Buildcon FC,Other
Bukhara,Other
Bunyodkor,Other
Burgess Hill,Other
Burgos CF,Primera Division
Buriram Utd.,Other
Burnley FC,Premier League
Bursaspor,Turkey
Burton Albion,Premier League
Bury,Other
Bury Town,Other
Busan I'Cons,Other
C'dole Sapporo,Other
C. Coast U21,Other
C. Rizespor,Other
C.R.D. Libolo,Other
CA Banfield,Other
CA Bastia,Other
CA Bizertin,Other
CA Colón,Other
CA Fénix,Uruguay
CA Juventus,Other
CA Osasuna,Primera Division
CA Rosario,Other
CA Talleres,Argentina
CA Unión,Other
CA Valdevez,Other
CABJ U20,Other
CC Yatai,Other
CD Adra,Other
CD América,Other
CD Badajoz,Other
CD Castellón,Other
CD Cruz Azul,Mexico
CD El Nacional,Other
CD Feirense,Liga Nos
CD Fátima,Other
CD Guadalajara,Mexico
CD La Equidad,Other
CD Leganés,Primera Division
CD Logroñés (liq.),Primera Division
CD Lugo,Other
CD Manchego,Other
CD Morón,Other
CD Motagua,Other
CD Málaga,Other
CD Nacional,Liga Nos
CD Numancia,Primera Division
CD Onda,Other
CD Ourense,Other
CD Palestino,Chile
CD Puertollano,Other
CD Santa Clara,Liga Nos
CD Tenerife,Primera Division
CD Toledo,Other
CD Tondela,Liga Nos
CD Trofense,Liga Nos
CD Águila,Other
CDUC,Other
CE L’Hospitalet,Other
CE Sabadell,Other
CF Belenenses,Other
CF Estrela Amadora SAD,Liga Nos
CF Extremadura (diss.),Primera Division
CF Montréal,Other
CF Mounana,Other
CF Pachuca,Mexico
CF União Madeira,Liga Nos
CFR Cluj,Romania
CP Mérida (diss.),Primera Division
CPR Ospitaletto,Other
CR Belouizdad,Other
CRB,Other
CS Emelec,Other
CS Esportiva,Other
CS Marítimo,Liga Nos
CS Otopeni,Romania
CS Sedan-Ardennes,Ligue 1
CS Sfaxien,Other
CS U Craiova,Other
CSA,Other
CSK Bamako,Other
CSKA Moscow,Premier Liga
CSKA Sofia,Other
CSKA-Sofia,Other
CSU Fullerton,Other
Cabofriense,Other
Cachoeira-RS,Other
Cafe Opera,Other
Cagliari Calcio,Serie A
Cagliese,Other
Calcio Catania,Serie A
Calcio Monza,Other
Calcio Padova,Serie A
Caldas,Other
Camacha,Other
Cambridge City,Other
Cambridge Utd.,Other
Cambuur L.,Other
Cambuur-Leeuwarden bvo,Eredivisie
Campinas-SP,Other
Campinense-PB,Other
Campo Grande,Other
Campobasso,Other
Campodarsego,Other
Canavese Youth,Other
Canelas 2010,Other
Caniçal,Other
Canoas Sport Club (RS),Other
Canon Yaoundé,Other
Cape Town Tottenham Hotspur,Other
Cappiano Romano,Other
Carabobo FC,Other
Caracas FC,Other
Caratese,Other
Cardiff City,Premier League
Career break,Other
Carl Zeiss Jena,Other
Carlisle United,Other
Carmarthen,Other
Carpi FC 1909,Serie A
Carrarese,Other
Cartagena FC,Other
Cartagonova,Other
Casa Pia,Other
Casarano,Other
Casertana,Other
Casino Salzburg,Other
Cassino,Other
Cassis Carnoux,Other
Castel di Sangr,Other
Castelldefels,Other
Castellettese,Other
Castelo Branco,Other
Castêlo Maia,Other
Catanzaro,Other
Cavese,Other
Caxias-RS,Other
Caçadores,Other
Ceará SC,Brazil
Cecina,Other
Celano,Other
Celta de Vigo,Primera Division
Celtic,Other
Celtic Boys Club,Scotland
Centese,Other
Central,Other
Central Coast,Argentina
Central Córdoba,Other
Central FC,Other
Cercle Brugge,Belgium
Cerezo Osaka,Other
Cerro Corá,Other
Cerro Porteño,Other
Cesarense,Other
Chacarita Jrs,Other
Chaika Pes.,Other
Chamois Niort,Other
Chapecoense,Brazil
Charity Stars,Other
Charlton Athletic,Premier League
Chaux-de-Fonds,Other
Chelmsford City,Other
Chelsea FC,Premier League
Cheltenham,Other
Cheltenham Town,Other
Chemik Police,Other
Chemnitzer FC,Other
Cheonan Ilhwa,Other
Chern. Burgas,Other
Cherno More,Other
Chernomorets N.,Other
Chernomorets Novorossijsk,Premier Liga
Cherry Orchard FC,Other
Chertanovo,Other
Chertsey,Other
Chester City,Other
Chesterfield FC,Other
Chiapas FC,Other
Chibuto,Other
Chicago Fire,Usa
Chieti,Other
Chievo Verona,Serie A
Chippenham,Other
Chita,Other
Chivas,Other
Chivas USA,Usa
Chkalovets,Other
Chmel Blsany,Other
Chornomorets,Ukraine
Chukyo HS,Other
Chunnam Dragons,Other
Cianorte,Other
Cienciano,Other
Ciliverghe,Other
Cittadella,Other
Ciudad Murcia,Other
Clermont Foot,Other
Cliftonville,Other
Club Africain,Other
Club Brugge,Belgium
Club Hayes,Other
Club NXT,Other
Club Tijuana,Mexico
Clube de Regatas Guará (DF),Other
Clyde FC,Scotland
Cobreloa,Chile
Coimbra-MG,Other
Colatina Futebol Clube (ES),Other
Colchester United,Premier League
Colchester Utd.,Other
Coleraine,Other
Colo Colo,Chile
Colorado,Usa
Columbus Crew,Other
Colón,Argentina
Comercial-SP,Other
Como Calcio,Serie A
Comprensorio,Other
Comunicaciones,Other
Concordia,Romania
Connah's Quay,Other
Constructorul,Other
Coquimbo Unido,Chile
Corinthians,Brazil
Coritiba FC,Brazil
Cork City,Other
Cortuluá,Other
Coruripe,Other
Corvinul Hunedoara,Other
Cosenza,Other
Cosmos Canberra,Other
Cotia-SP,Other
Cotonsport,Other
Cova Piedade,Other
Coventry City,Premier League
Covilhã,Other
Cracovia,Other
Cracovia Kraków,Polonia
Crawley Town,Other
Crewe Alexandra,Premier League
Criciúma EC,Other
Croatia Zagreb,Other
Crown FC,Other
Crumlin United,Other
Cruzeiro,Other
Cruzeiro-RS,Brazil
Crystal Palace,Premier League
Cukaricki,Other
Cusco FC,Other
Cwmbran,Other
CyD Leonesa,Other
Cádiz CF,Primera Division
Câmara Lobos,Other
Córdoba CF,Primera Division
D.C. United,Usa
D.N.H. Nam Dinh,Other
DFC,Other
DL Pro,Other
DL Shide,Other
DOVO,Other
DVS '33,Other
DWS,Other
DZC '68,Other
Dacia,Other
Daewoo Royals,Other
Dag & Red FC,Other
Dakar UC,Other
Dallas Burn,Other
Damash Gilan,Other
Danubio FC,Uruguay
Darlington,Other
Dartford,Other
De Graafschap Doetinchem,Eredivisie
De Treffers U19,Other
Debrecen,Hungary
Defensa,Argentina
Defensor,Uruguay
Degerfors,Sweden
Delfino Pescara 1936,Serie A
Democrata,Other
Denizlispor,Turkey
Dep. Coopsol,Other
Dep. Español,Other
Dep. La Coruña,Other
Dep. La Guaira,Other
Deportes Tolima,Other
Deportivo Alavés,Primera Division
Deportivo Cali,Other
Deportivo Lara,Other
Deportivo Pasto,Other
Deportivo Quito,Other
Deportivo de La Coruña,Primera Division
Derby County,Premier League
Derry City,Other
Derthona,Other
Desp. Brasil,Other
Desportiva-ES,Other
Desportivo Aves,Liga Nos
Dessel Sport,Belgium
Diables Noirs,Other
Dibba Al-Hisn,Other
Differdange 03,Other
Dijon FCO,Ligue 1
Din-Gaz Tyumen,Other
Din. Zagreb II,Other
Dinamo 93,Other
Dinamo Barnaul,Other
Dinamo Batumi,Other
Dinamo Bryansk,Other
Dinamo Bucarest,Romania
Dinamo Bukarest,Other
Dinamo Makhachkala,Other
Dinamo Minsk,Other
Dinamo Moscow,Premier Liga
Dinamo S-Pb,Other
Dinamo Stavropol,Premier Liga
Dinamo Tbilisi,Other
Dinamo Vologda,Other
Dinamo Zagreb,Croatia
Dinamo-Gazovik Tyumen,Premier Liga
Diogo Cão,Other
Djoliba AC,Other
Djurgarden,Other
Dnepr Smolensk,Other
Dnepr-Transmash,Other
Dnipro,Ukraine
Dolphin FC,Other
Doncaster Rovers,Premier League
Dorchester,Other
Dordoi,Other
Dordrecht'90,Eredivisie
Doxa Dramas,Other
Doxa Katokopias,Other
Dragões,Other
Drava Ptuj,Other
Drechtstreek,Other
Dresd.-Stries.,Other
Dresdner SC,Other
Drnovice,Other
Drogheda United,Other
Druzhba Maikop,Other
Dubnica,Other
Due Torri,Other
Dulwich Hamlet FC,Other
Dumbarton FC,Scotland
Dunajska Streda,Other
Dunaújváros,Hungary
Dundalk FC,Other
Dundee FC,Scotland
Dundee United,Scotland
Dunfermline A.,Other
Dustlik,Other
Dvin,Other
Dvina Vitebsk,Other
Dynamo 2 Kyiv,Other
Dynamo Brest,Other
Dynamo Douala,Other
Dynamo Kyiv,Ukraine
Dynamo Moscow,Premier Liga
E. Braunschweig,Other
E. Frankfurt,Other
E. Kamyshin,Other
EA Guingamp,Ligue 1
EC Bahia,Other
EC Ipitanga,Other
EC Pelotas (RS),Other
EC São José,Other
EC Vitória,Other
EF Ouagadougou,Other
EN Paralimniou,Other
ES La Rochelle,Other
ES Sahel,Other
ES Troyes AC,Ligue 1
ES Wasquehal,Other
ESA Brive,Other
ETO FC Győr,Other
East Fife,Other
Eastleigh FC,Other
Eastwood Town,Other
Ebbsfleet Utd,Other
Eendracht Aalst,Belgium
Eintr. Haiger,Other
Eintracht Braunschweig,1 Bundesliga
Eintracht Frankfurt,1 Bundesliga
Eintracht Trier,Other
Ekibastuzets,Other
Ekranas,Other
El Ahly,Other
El Gouna,Other
El Masry,Other
Elche CF,Primera Division
Electr. Craiova,Other
Elfsborg,Sweden
Elinkwijk,Other
Enfield FC,Other
Enfield Town,Other
Enisey Krasnoyarsk,Other
Enppi,Other
Enppi SC,Other
Entente SSG,Other
Enugu Rangers,Other
Envigado,Other
Enyimba Aba,Other
Ergotelis,Greece
Ermis Aradippou,Other
Erzgebirge Aue,Other
Erzu,Turkey
Esbjerg fB,Denmark
Española,Uruguay
Esperance,Other
Esposende,Other
Esteghlal FC,Other
Estoril Praia,Liga Nos
Estrela Clube,Other
Estrela-ES,Other
Estudiantes,Argentina
Ethn. Piraeus,Other
Etoile Carouge,Other
Evagoras Paphos,Other
Everton FC,Premier League
Exc. Mouscron,Other
Excelsior '31,Other
Exeter City,Other
F. Düsseldorf,Other
F. Invicta,Other
F91 Dudelange,Other
FA Laval,Other
FA Selangor,Other
FAR Rabat,Other
FBC Melgar,Other
FBK Kaunas,Other
FC 08 Homburg,Other
FC 105 Libreville,Other
FC Aarau,Switzerland
FC Adelaide City,Other
FC Alazani,Other
FC Alverca,Liga Nos
FC Arouca,Liga Nos
FC Ashdod,Other
FC Astana,Other
FC Augsburg,1 Bundesliga
FC Baden,Other
FC Baku,Other
FC Barcelona,Primera Division
FC Basel,Switzerland
FC Berlin,Other
FC Botosani,Other
FC Brüssel,Other
FC Cartagena,Other
FC Chiasso,Other
FC Copenhagen,Denmark
FC Crotone,Serie A
FC Dallas,Usa
FC Den Bosch,Eredivisie
FC Den Haag,Other
FC Denderleeuw,Other
FC Dila,Other
FC Dordrecht,Other
FC Dossenheim,Other
FC Eindhoven,Other
FC Emmen,Eredivisie
FC Empoli,Serie A
FC Energie Cottbus,1 Bundesliga
FC Extensiv Craiova,Other
FC Famalicão,Liga Nos
FC Felgueiras 1932,Liga Nos
FC Flora,Other
FC Girondins Bordeaux,Ligue 1
FC Grenchen,Other
FC Groningen,Eredivisie
FC Gueugnon,Ligue 1
FC Gütersloh,Other
FC Haka,Other
FC Hansa Rostock,1 Bundesliga
FC Ingolstadt 04,1 Bundesliga
FC Internazionale,Serie A
FC Istres Ouest Provence,Ligue 1
FC Jokerit,Other
FC Koper,Other
FC Kotayk,Other
FC Kuusysi,Other
FC Kärnten,Austria
FC Lahti,Other
FC Liefering,Other
FC Lisse,Other
FC Locarno,Other
FC Locomotive,Other
FC Lorient,Ligue 1
FC Lugano,Switzerland
FC Lustenau,Other
FC Luzern,Switzerland
FC Martigues,Ligue 1
FC Messina Peloro,Serie A
FC Metz,Ligue 1
FC Midtjylland,Denmark
FC NITEL Lagos,Other
FC Nantes,Ligue 1
FC National,Other
FC Oberneuland,Other
FC Omniworld,Other
FC Oss,Other
FC Pampilhosa,Other
FC Pasching,Other
FC Paços de Ferreira,Liga Nos
FC Penafiel,Liga Nos
FC Porto,Liga Nos
FC Remscheid,Other
FC Rodopa,Other
FC Rouen 1899,Other
FC Samtredia,Other
FC Saxan,Other
FC Schalke 04,1 Bundesliga
FC Senec,Other
FC Seoul,Other
FC Shkupi,Other
FC Sion,Switzerland
FC Sochaux-Montbéliard,Ligue 1
FC Sochi,Premier Liga
FC Sopron,Hungary
FC St. Gallen,Switzerland
FC St. Pauli,1 Bundesliga
FC Starnberg,Other
FC Stumbras,Other
FC São Paulo B,Other
FC Thun,Switzerland
FC Timisoara,Other
FC Tirol,Austria
FC Tirsense,Liga Nos
FC Tokyo,Other
FC Toulouse,Ligue 1
FC Tours,Other
FC Twente,Other
FC U Craiova,Romania
FC Utrecht,Eredivisie
FC Vaduz,Other
FC Vaslui,Romania
FC Viitorul,Romania
FC Villarreal C,Other
FC Vilnius,Other
FC Vizela U19,Other
FC Volendam,Eredivisie
FC Voluntari,Romania
FC Vysocina,Other
FC Wacker,Austria
FC Wageningen,Other
FC Wil 1900,Switzerland
FC Winterthur,Other
FC Zwolle,Eredivisie
FC Zürich,Switzerland
FC Évian Thonon Gaillard,Ligue 1
FCSB,Romania
FF Jaro,Other
FK Astana 1964,Other
FK Bezanija,Other
FK Buducnost,Other
FK Drnovice,Other
FK Jablonec,Other
FK Khimki,Premier Liga
FK Krasnodar,Premier Liga
FK Loznica,Other
FK Lviv 1992,Other
FK Lyn,Other
FK Mladenovac,Other
FK Molodechno,Other
FK Moskau,Premier Liga
FK Mozdok,Other
FK Novgorod,Other
FK Obilic,Other
FK Obninsk,Other
FK Orenburg,Premier Liga
FK Pardubice,Other
FK Partizani,Other
FK Rostov,Premier Liga
FK Rybinsk,Other
FK Sarajevo,Other
FK Senica,Other
FK Sevastopol,Other
FK Slavyanskiy,Other
FK Tambov,Premier Liga
FK Teplice,Other
FK Tosno,Premier Liga
FK Tyumen,Premier Liga
FK Ufa,Premier Liga
FK Zemun,Other
FK Zvezdara,Other
FS Stars,Other
FSV Frankfurt,Other
FShM Torpedo,Other
FUS Rabat,Other
FV 08 Püttlingen,Other
FV Bad Honnef,Other
Fabus Br.,Other
Fafe,Other
Fakel Voronezh,Premier Liga
Falkenberg,Sweden
Falkirk FC,Scotland
Farnborough,Other
Farul (ext.),Other
Feirense Sub-23,Other
Fenerbahce,Other
Fenerbahce Yth,Turkey
Ferencváros,Hungary
Ferro,Other
Ferroviária,Brazil
Ferroviário,Other
Feyenoord Rotterdam,Eredivisie
Figline,Other
Figueirense FC,Brazil
Fiorenzuola,Other
Fisher Athletic,Other
Flamengo,Brazil
Fleetwood,Other
Florentia,Other
Floriana,Other
Fluminense,Brazil
Foggia Calcio,Serie A
Foligno,Other
Fondi,Other
Foolad,Other
Forest Green,Other
Forlì,Other
Formia Calcio,Other
Fort Lauderdale Strikers (Original),Usa
Fortaleza,Brazil
Fortuna Düsseldorf,1 Bundesliga
Fortuna Sittard,Eredivisie
Foshan Fosidi,Other
Fram Reykjavík,Other
Fraserburgh,Other
Freamunde,Other
Fredrikstad,Norway
Frenaros,Other
Friburguense-RJ,Other
Frosinone Calcio,Serie A
Fréjus-St-Raph.,Other
Fucense,Other
Fulham FC,Premier League
Füchse Berlin,Other
G. Ajaccio,Other
G. Bordeaux,Other
G. Figuerense,Other
G. Kachkanar,Other
GAIS,Sweden
GB Oftasspor,Other
GC Zürich U18,Other
GC Zürich U21,Other
GD Chaves,Liga Nos
GD Joane,Other
GD Ribeirão,Other
GD Serzedelo,Other
GD Tourizense,Other
GDR Bidoeirense,Other
GDRC Os Sandinenses,Other
GE Juventus-SC,Other
GFCO Ajaccio,Other
GIF Sundsvall,Sweden
GKS Belchatow,Other
GKS Katowice,Polonia
GNFC,Other
GO Audax,Other
GVVV,Other
GZ Evergrande,Other
Gagra II,Other
Gaish,Other
Galatasaray,Turkey
Gallipoli,Other
Galo Maringá,Other
Galway United,Other
Gamba Osaka,Other
Gavorrano,Other
Gaz Metan,Romania
Gaziantepspor,Turkey
Gazovik Orenburg,Premier Liga
Gela,Other
Genclerbirligi,Other
Genoa 1893,Serie A
Genoa CFC,Serie A
Germ. Beerschot,Other
Germinal Beersch,Other
Germinal Ekeren,Other
Geroskipou,Other
Getafe CF,Primera Division
Giacomense,Other
Gil Vicente FC,Liga Nos
Gillingham FC,Other
Gimnasia,Other
Gimnasia (J),Argentina
Gimnàstic de Tarragona,Primera Division
Gimnástica,Other
Girona FC,Primera Division
Giugliano,Other
Giulianova,Other
Glentoran,Other
Gloria,Other
Gloria Bistrita,Romania
Go Ahead Eagles Deventer,Eredivisie
Godoy Cruz,Argentina
Goiás EC,Other
Goiânia,Other
Golden Arrows,Other
Gomel,Other
Gondomar,Other
Gornik U19,Other
Graafschap Yth.,Other
Gramenet,Other
Granada 74 CF,Other
Granada CF,Primera Division
Grasshoppers,Other
Grays Athletic FC,Other
Grazer AK,Austria
Great Olympics,Other
Grenoble Foot 38,Ligue 1
Gresley,Other
Grimsby Town,Other
Grodzisk,Polonia
Gron./Cam. U19,Other
Grosseto,Other
Grêmio,Brazil
Grödig,Austria
Gualdo,Other
Guanacasteca,Other
Guarani,Brazil
Guaraní,Other
Guaratinguetá,Other
Guidars FC,Other
Gwarek Zabrze,Other
GyE Mendoza,Other
Génération Foot,Other
Górnik Zabrze,Polonia
H Rishon leZion,Other
H. Ashkelon,Other
H. Beer Sheva,Other
H. Jerusalem,Other
H. Kfar Saba,Other
H. Petah Tikva,Other
H.Nazareth Illit,Other
HB CFFC,Other
HJK Helsinki,Other
HNK Rijeka,Croatia
HNK Sibenik,Other
HSC '21,Other
HSK Posusje,Other
Haarlem,Other
Hajduk Kula,Serbia
Hajduk Split,Croatia
Haladás,Hungary
Halesowen,Other
Halifax Town,Other
Halmstad,Sweden
Hamburger SV,1 Bundesliga
Hamilton Acad.,Other
Hamm/Sieg,Other
Hammarby,Sweden
